longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,bedrooms_per_household,population_per_household,rooms_per_person,income_per_household_member,income_x_rooms_per_household,lat_x_lon,lat_plus_lon,log_total_rooms,log_total_bedrooms,log_population,log_households
-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,110400.0,NEAR BAY,5.737313432835821,0.21279916753381894,1.2208955223880598,3.062686567164179,1.8732943469785575,0.5867071150097466,10.309378507462686,-4626.696800000001,-84.42999999999999,7.56164174558878,6.016157159698354,6.934397209928558,5.817111159963204
-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,104900.0,NEAR BAY,5.0303951367781155,0.22114803625377644,1.1124620060790273,2.291793313069909,2.1949602122015914,0.5999668435013262,6.916793313069909,-4625.474099999999,-84.44,7.412160334945205,5.905361848054571,6.626717749249025,5.799092654460526
-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,109700.0,NEAR BAY,4.972014925373134,0.2153846153846154,1.0708955223880596,2.3470149253731343,2.118441971383148,1.1633074721780605,13.575092350746269,-4625.474099999999,-84.44,7.888334500738654,6.354370040797351,7.138073034044347,6.285998094508865
-122.27,37.83,49.0,1215.0,282.0,570.0,264.0,1.4861,97200.0,NEAR BAY,4.6022727272727275,0.23209876543209876,1.0681818181818181,2.159090909090909,2.1315789473684212,0.688298947368421,6.8394375,-4625.474099999999,-84.44,7.103322062526113,5.645446897643238,6.3473892096560105,5.579729825986222
-122.27,37.83,48.0,1798.0,432.0,987.0,374.0,1.0972,104500.0,NEAR BAY,4.807486631016043,0.24026696329254726,1.1550802139037433,2.6390374331550803,1.8216818642350556,0.4157576494427558,5.274774331550802,-4625.474099999999,-84.44,7.4949862339505335,6.07073772800249,6.895682697747868,5.926926025970411
-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,103900.0,NEAR BAY,3.7493796526054592,0.25810721376571805,0.967741935483871,2.235732009925558,1.677025527192009,0.6308001109877914,5.28775012406948,-4625.8524,-84.45,7.321188556739478,5.968707559985366,6.804614520062624,6.0014148779611505
-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,191400.0,NEAR BAY,4.757281553398058,0.22448979591836735,1.0679611650485437,2.2297734627831716,2.1335268505079825,1.5606966618287372,16.55533980582524,-4625.0958,-84.43,7.293697720601438,5.802118375377063,6.536691597591305,5.736572297479192
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,176000.0,NEAR BAY,3.4942528735632186,0.29399671052631576,1.0272988505747127,1.978448275862069,1.766158315177923,1.3090056644880175,9.049416091954024,-4625.0958,-84.43,7.796880342783522,6.573680166960646,7.228388451573604,6.546785410760524
-122.26,37.83,52.0,1665.0,419.0,946.0,395.0,2.0978,155400.0,NEAR BAY,4.215189873417722,0.25165165165165165,1.0607594936708862,2.3949367088607594,1.7600422832980973,0.875931289640592,8.842625316455695,-4625.0958,-84.43,7.418180822726788,6.040254711277414,6.853299093186078,5.981414211254481
-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,150000.0,NEAR BAY,3.7590361445783134,0.33226495726495725,1.248995983935743,2.076305220883534,1.8104448742746615,0.6189841392649903,4.831113253012048,-4625.0958,-84.43,6.842683282238422,5.7430031878094825,6.249975242259483,5.521460917862246
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,118800.0,NEAR BAY,3.7724867724867726,0.28330995792426367,1.0687830687830688,2.4444444444444446,1.5432900432900434,0.41931818181818176,3.8667989417989417,-4626.318400000001,-84.42,6.570882962339584,5.313205979041787,6.137727054086234,5.247024072160486
-122.26,37.84,52.0,950.0,202.0,467.0,198.0,3.9643,188800.0,NEAR BAY,4.797979797979798,0.21263157894736842,1.02020202020202,2.3585858585858586,2.0342612419700212,1.6807952890792293,19.02063131313131,-4626.318400000001,-84.42,6.85751406254539,5.313205979041787,6.148468295917647,5.293304824724492
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,184400.0,NEAR BAY,4.941780821917808,0.21552321552321552,1.0650684931506849,2.26027397260274,2.1863636363636365,1.3328030303030303,14.887114726027399,-4625.0958,-84.43,7.275172319452771,5.7430031878094825,6.493753839851686,5.680172609017068
-122.26,37.83,52.0,1656.0,420.0,718.0,382.0,2.6768,182300.0,NEAR BAY,4.335078534031414,0.2536231884057971,1.0994764397905759,1.8795811518324608,2.3064066852367686,1.4241470752089136,11.604138219895288,-4625.0958,-84.43,7.4127640174265625,6.042632833682381,6.577861357721047,5.948034989180646
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,142500.0,NEAR BAY,3.700657894736842,0.2862222222222222,1.0592105263157894,2.026315789473684,1.8262987012987013,0.9998441558441559,7.497532894736842,-4625.0958,-84.43,7.026426808699636,5.777652323222656,6.424869023905388,5.720311776607412
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,137500.0,NEAR BAY,3.9802371541501977,0.3098311817279047,1.233201581027668,2.205533596837945,1.8046594982078854,0.7865670250896056,6.9049154150197625,-4624.2514,-84.44999999999999,6.915723448631314,5.746203190540153,6.326149473155099,5.537334267018537
-122.26,37.82,40.0,624.0,195.0,423.0,160.0,0.9506,187500.0,NEAR BAY,3.9,0.3125,1.21875,2.64375,1.475177304964539,0.359565011820331,3.70734,-4623.8732,-84.44,6.437751649736401,5.278114659230517,6.049733455231958,5.081404364984463
-122.27,37.82,40.0,946.0,375.0,700.0,352.0,1.775,112500.0,NEAR BAY,2.6875,0.3964059196617336,1.0653409090909092,1.9886363636363635,1.3514285714285714,0.8925714285714286,4.7703125,-4624.2514,-84.44999999999999,6.853299093186078,5.929589143389895,6.55250788703459,5.8664680569332965
-122.27,37.82,21.0,896.0,453.0,735.0,438.0,0.9218,171900.0,NEAR BAY,2.045662100456621,0.5055803571428571,1.0342465753424657,1.678082191780822,1.2190476190476192,0.5493175510204081,1.885691324200913,-4624.2514,-84.44999999999999,6.799055862058796,6.118097198041348,6.601230118728877,6.0844994130751715
-122.27,37.82,43.0,1868.0,456.0,1061.0,407.0,1.5045,93800.0,NEAR BAY,4.58968058968059,0.24411134903640258,1.1203931203931203,2.6068796068796067,1.7606032045240338,0.5771267672007541,6.905174447174447,-4624.2514,-84.44999999999999,7.533158807455563,6.124683390894205,6.967909201801884,6.0112671744041615
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,97500.0,NEAR BAY,4.473611111111111,0.26482458863706926,1.1847222222222222,2.720833333333333,1.6442062276671772,0.40825727411944873,4.969287222222222,-4624.2514,-84.44999999999999,8.07775756373692,6.74993119378857,7.580699752224563,6.580639137284949
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,104200.0,NEAR BAY,4.075,0.27975460122699386,1.14,2.905,1.4027538726333908,0.42943201376936324,5.0835625,-4624.2514,-84.44999999999999,7.396948602621014,6.124683390894205,7.0587581525186645,5.993961427306569
-122.28,37.82,52.0,1170.0,235.0,701.0,233.0,1.6098,87500.0,NEAR BAY,5.021459227467811,0.20085470085470086,1.0085836909871244,3.0085836909871246,1.6690442225392297,0.5350690442225392,8.083545064377681,-4624.6296,-84.46000000000001,7.065613363597717,5.4638318050256105,6.553933404025811,5.455321115357702
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,83100.0,NEAR BAY,4.295454545454546,0.2571428571428571,1.1045454545454545,2.618181818181818,1.640625,0.5390381944444445,6.062175000000001,-4624.6296,-84.46000000000001,6.852242569051878,5.497168225293202,6.3578422665081,5.3981627015177525
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,87500.0,NEAR BAY,4.77992277992278,0.23263327948303716,1.111969111969112,2.4015444015444016,1.9903536977491962,0.6269715434083601,7.197129729729729,-4624.6296,-84.46000000000001,7.122059881629142,5.666426688112432,6.434546518787453,5.560681631015528
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,85300.0,NEAR BAY,6.102459016393443,0.22498321020819342,1.3729508196721312,2.9836065573770494,2.04532967032967,0.2738967032967033,4.986929508196722,-4624.6296,-84.46000000000001,7.306531398939505,5.817111159963204,6.591673732008658,5.501258210544727
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,80300.0,NEAR BAY,4.5625,0.24585436193222782,1.1217105263157894,3.5328947368421053,1.2914338919925512,0.3445050279329609,5.553018750000001,-4624.6296,-84.46000000000001,7.23561914106675,5.834810737062605,6.980075940561763,5.720311776607412
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,60000.0,NEAR BAY,2.7719298245614037,0.2721518987341772,0.7543859649122807,1.6491228070175439,1.6808510638297873,1.5538563829787233,7.103070175438597,-4625.0078,-84.47,5.0689042022202315,3.784189633918261,4.553876891600541,4.060443010546419
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,75700.0,NEAR BAY,5.994652406417113,0.18822479928635147,1.1283422459893049,2.962566844919786,2.023465703971119,1.1452568592057761,20.339256149732623,-4626.2307,-84.46000000000001,7.022868086082641,5.356586274672012,6.318968113746434,5.236441962829949
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,75000.0,NEAR BAY,5.869565217391305,0.21481481481481482,1.2608695652173914,3.739130434782609,1.569767441860465,1.6362895348837208,35.911760869565214,-4625.0078,-84.47,4.912654885736052,3.4011973816621555,4.465908118654584,3.1780538303479458
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,86100.0,NEAR BAY,6.229508196721311,0.25,1.5573770491803278,3.0901639344262297,2.0159151193633953,0.29160265251989387,5.613409836065574,-4623.784900000001,-84.48,6.634633357861686,5.25227342804663,5.934894195619588,4.812184355372417
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,76100.0,NEAR BAY,7.69811320754717,0.19362745098039216,1.490566037735849,3.2767295597484276,2.349328214971209,0.36347216890595013,9.168452830188679,-4624.1630000000005,-84.49,7.110696122978827,5.472270673671475,6.257667587882639,5.075173815233827
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,73500.0,NEAR BAY,6.225563909774436,0.21980676328502416,1.368421052631579,2.9473684210526314,2.1122448979591835,0.8800392857142857,16.147867669172932,-4624.1630000000005,-84.49,6.720220155135295,5.209486152841421,5.973809611869261,4.897839799950911
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,78400.0,NEAR BAY,5.401069518716578,0.20693069306930692,1.1176470588235294,3.229946524064171,1.6721854304635762,0.3612134105960265,6.301427807486632,-4624.1630000000005,-84.49,6.918695219020472,5.3471075307174685,6.405228458030842,5.236441962829949
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,84400.0,NEAR BAY,4.382530120481928,0.24329896907216494,1.0662650602409638,2.3734939759036147,1.8464467005076142,0.3394152284263959,3.5305662650602407,-4624.1630000000005,-84.49,7.283448228756631,5.872117789475416,6.670766320845874,5.808142489980444
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,81300.0,NEAR BAY,6.98639455782313,0.23758519961051608,1.6598639455782314,3.3469387755102042,2.08739837398374,0.7796378048780487,18.230297959183673,-4622.562,-84.49000000000001,6.93537044601511,5.501258210544727,6.20050917404269,4.997212273764115
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,85000.0,NEAR BAY,6.975609756097561,0.19055944055944055,1.329268292682927,3.341463414634146,2.0875912408759123,0.5541284671532847,12.916039024390244,-4624.1630000000005,-84.49,6.35088571671474,4.700480365792417,5.616771097666572,4.418840607796598
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,129200.0,NEAR BAY,4.584288052373159,0.22991788646911818,1.0540098199672667,2.983633387888707,1.5364783324190894,0.3285256171146462,4.49351914893617,-4623.784900000001,-84.48,7.938088726896952,6.4692503167957724,7.508787170634276,6.416732282512326
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,82500.0,NEAR BAY,6.047244094488189,0.19791666666666666,1.1968503937007875,3.0866141732283463,1.9591836734693877,0.5740594387755102,10.715111811023622,-4623.784900000001,-84.48,6.645090969505644,5.030437921392435,5.973809611869261,4.852030263919617
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,95200.0,NEAR BAY,3.375451263537906,0.3176470588235294,1.0722021660649819,2.101083032490975,1.6065292096219932,0.34677353951890033,2.4593537906137186,-4623.784900000001,-84.48,6.841615476477592,5.697093486505405,6.368187186350492,5.627621113690637
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,75000.0,NEAR BAY,5.552631578947368,0.24170616113744076,1.3421052631578947,3.6842105263157894,1.5071428571428571,0.47500000000000003,9.717105263157894,-4623.784900000001,-84.48,6.739336627357174,5.3230099791384085,6.329720905522696,5.030437921392435
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,67500.0,NEAR BAY,1.7142857142857142,0.3333333333333333,0.5714285714285714,2.5714285714285716,0.6666666666666666,0.19440555555555555,0.8569714285714285,-4623.784900000001,-84.48,2.5649493574615367,1.6094379124341003,2.9444389791664403,2.0794415416798357
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,137500.0,NEAR BAY,6.2781954887218046,0.19281437125748502,1.2105263157894737,2.180451127819549,2.8793103448275863,1.1387551724137932,15.588759398496242,-4623.784900000001,-84.48,6.728628613084702,5.087596335232384,5.673323267171493,4.897839799950911
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,177500.0,NEAR BAY,2.8177676537585423,0.3734842360549717,1.0523917995444192,1.7357630979498861,1.6233595800524934,0.5323883202099737,2.603899088838269,-4623.406800000001,-84.47,7.121252453244542,6.137727054086234,6.637258031284457,6.0867747269123065
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,102100.0,NEAR BAY,5.724950884086444,0.1928620452985587,1.1041257367387034,2.4282907662082516,2.3576051779935274,1.0074576051779935,14.005519842829077,-4623.406800000001,-84.47,7.977625098784593,6.333279628139691,7.1204443723924875,6.234410725718371
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,108300.0,NEAR BAY,5.830917874396135,0.20132560066280034,1.173913043478261,3.4830917874396135,1.6740638002773924,0.31899819694868237,6.4787328502415455,-4623.406800000001,-84.47,7.0967213784947605,5.497168225293202,6.582025138892826,5.337538079701318
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,112500.0,NEAR BAY,5.369230769230769,0.21432664756446992,1.1507692307692308,3.243076923076923,1.6555977229601517,0.24748102466793168,4.309344615384615,-4623.784900000001,-84.48,7.465082736399547,5.926926025970411,6.961296045910167,5.786897381366708
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,131300.0,NEAR BAY,4.412903225806452,0.2573099415204678,1.135483870967742,2.2193548387096773,1.9883720930232558,0.9062994186046512,8.876113548387098,-4622.183999999999,-84.48,6.529418838262226,5.176149732573829,5.84354441703136,5.049856007249537
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,162500.0,NEAR BAY,3.1972318339100347,0.31277056277056275,1.0,2.1072664359861593,1.5172413793103448,0.7118226600985221,4.795847750865052,-4623.406800000001,-84.47,6.829793737512425,5.66988092298052,6.413458957167357,5.66988092298052
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,112500.0,NEAR BAY,3.75,0.26666666666666666,1.0,3.267857142857143,1.1475409836065573,0.35702295081967217,4.375125000000001,-4623.0287,-84.46,5.351858133476067,4.04305126783455,5.214935757608986,4.04305126783455
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,112500.0,NEAR BAY,3.9080459770114944,0.2852941176470588,1.1149425287356323,2.2988505747126435,1.7,0.661548,5.94335632183908,-4623.406800000001,-84.47,5.831882477283517,4.584967478670572,5.303304908059076,4.477336814478207
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,137500.0,NEAR BAY,2.490322580645161,0.42487046632124353,1.0580645161290323,2.232258064516129,1.115606936416185,0.3617413294797688,2.0109354838709677,-4623.406800000001,-84.47,5.958424693029782,5.10594547390058,5.849324779946859,5.049856007249537
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,118800.0,NEAR BAY,5.609467455621302,0.1940928270042194,1.0887573964497042,2.7633136094674557,2.0299785867237685,0.6545764453961456,10.146404733727811,-4623.406800000001,-84.47,6.855408798609928,5.220355825078324,6.148468295917647,5.135798437050262
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,98200.0,NEAR BAY,6.721739130434782,0.18499353169469598,1.2434782608695651,3.2782608695652176,2.050397877984085,0.7346273209549071,16.18796434782609,-4623.406800000001,-84.47,6.651571873589727,4.969813299576001,5.934894195619588,4.7535901911063645
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,118800.0,NEAR BAY,2.3157894736842106,0.5125,1.186842105263158,1.5315789473684212,1.5120274914089347,0.6379037800687285,2.262526315789474,-4623.0287,-84.46,6.78105762593618,6.113682179832232,6.368187186350492,5.942799375126701
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,162500.0,NEAR BAY,2.6515151515151514,0.3977142857142857,1.0545454545454545,1.6545454545454545,1.6025641025641026,0.4593406593406594,2.015151515151515,-4623.0287,-84.46,6.775366090936392,5.855071922202427,6.304448802421981,5.802118375377063
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,137500.0,NEAR BAY,2.6923076923076925,0.4,1.0769230769230769,3.2051282051282053,0.84,0.3033264,2.6174615384615385,-4621.806,-84.47,4.663439094112067,3.7612001156935624,4.836281906951478,3.6888794541139363
