longitude,latitude,housing_median_age,median_income,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,income_per_household_member
-119.25,36.56,35.0,1.6722,INLAND,5.300632911392405,0.22268656716417912,3.579113924050633,0.005291772151898734
-119.71,36.8,25.0,3.0,INLAND,5.271084337349397,0.1782857142857143,3.891566265060241,0.018072289156626505
-119.17,34.27,18.0,4.0905,NEAR OCEAN,5.215903890160183,0.20402746396999144,2.8668192219679636,0.0037441647597254
-118.27,34.15,7.0,3.008,<1H OCEAN,3.854619565217391,0.27352837504406063,3.1073369565217392,0.00408695652173913
-119.74,36.15,21.0,2.4688,INLAND,5.0588235294117645,0.19896640826873385,3.715686274509804,0.00806797385620915
-122.66,38.45,26.0,4.4375,<1H OCEAN,6.442724458204334,0.16290245074483423,2.804953560371517,0.013738390092879258
-118.22,34.22,39.0,7.0059,<1H OCEAN,6.681592039800995,0.1552494415487714,2.7213930348258706,0.017427611940298505
-122.23,37.8,51.0,1.9028,NEAR BAY,4.0561224489795915,0.26037735849056604,2.420918367346939,0.0048540816326530616
-121.98,37.22,46.0,5.2321,<1H OCEAN,5.215903890160183,0.20402746396999144,2.8668192219679636,0.004789107551487414
-121.24,38.78,18.0,0.8691,INLAND,4.036764705882353,0.2604735883424408,1.8308823529411764,0.006390441176470588
-121.43,38.56,41.0,3.1827,INLAND,5.261904761904762,0.20542986425339366,2.1095238095238096,0.015155714285714286
-117.12,32.76,26.0,2.4821,NEAR OCEAN,4.125,0.2710892710892711,2.0945945945945947,0.008385472972972973
-118.3,33.95,41.0,1.2455,<1H OCEAN,4.065217391304348,0.26737967914438504,3.567193675889328,0.0024614624505928857
-118.21,34.09,39.0,2.4632,<1H OCEAN,3.9923273657289005,0.28507367072389495,4.552429667519181,0.0062997442455242966
-118.37,33.96,26.0,4.875,<1H OCEAN,6.9,0.16666666666666666,5.0,0.24375
-115.56,32.96,21.0,3.8177,INLAND,5.140142517814727,0.22181146025878004,2.7648456057007125,0.009068171021377672
-118.3,34.01,35.0,1.7961,<1H OCEAN,4.081850533807829,0.2528334786399303,2.911032028469751,0.006391814946619217
-122.06,37.58,15.0,5.6758,NEAR BAY,5.215903890160183,0.20402746396999144,2.8668192219679636,0.005195240274599542
-117.5,33.96,12.0,4.2985,INLAND,5.215903890160183,0.20402746396999144,2.8668192219679636,0.003934553775743707
-119.53,34.41,8.0,3.9659,<1H OCEAN,4.360613810741688,0.23460410557184752,2.265984654731458,0.010142966751918158
-117.26,34.24,10.0,4.5536,INLAND,11.098130841121495,0.17768421052631578,2.850467289719626,0.010639252336448598
-118.3,34.19,14.0,3.5083,<1H OCEAN,4.242957746478873,0.25255878284923927,2.2582159624413145,0.004117723004694836
-118.04,33.72,24.0,4.6649,<1H OCEAN,5.215903890160183,0.20402746396999144,2.8668192219679636,0.004269931350114417
-121.49,38.56,42.0,1.2813,INLAND,3.896103896103896,0.26555555555555554,2.1904761904761907,0.005546753246753247
-118.15,33.76,36.0,3.5985,NEAR OCEAN,3.8931909212283045,0.26920438957475995,1.5794392523364487,0.004804405874499333
-114.61,33.62,16.0,2.1759,INLAND,4.904958677685951,0.21988205560235888,4.607438016528926,0.008991322314049586
-118.03,33.95,37.0,4.1471,<1H OCEAN,5.435582822085889,0.1811512415349887,2.8650306748466257,0.01272116564417178
-117.96,33.89,24.0,4.4375,<1H OCEAN,5.791304347826087,0.1891891891891892,2.717391304347826,0.019293478260869565
-122.25,37.83,52.0,3.1484,NEAR BAY,4.578034682080925,0.23526936026936027,1.8092485549132948,0.006066281310211946
-117.1,32.75,17.0,1.4375,NEAR OCEAN,2.4814814814814814,0.4351320321469575,2.7207977207977208,0.004095441595441595
-122.46,37.73,52.0,6.8322,NEAR BAY,7.320121951219512,0.14410662224073303,2.475609756097561,0.02082987804878049
-118.37,34.03,37.0,3.0694,<1H OCEAN,4.232876712328767,0.35194174757281554,3.308219178082192,0.010511643835616438
-117.1,33.07,16.0,8.013024999999999,<1H OCEAN,6.580821917808219,0.1398834304746045,2.958904109589041,0.021953493150684927
-118.36,34.16,45.0,5.1423,<1H OCEAN,5.131578947368421,0.1908831908831909,2.4035087719298245,0.015035964912280701
-122.28,37.85,52.0,1.808,NEAR BAY,4.7808564231738035,0.22181243414120128,2.7758186397984885,0.004554156171284635
-117.08,32.72,32.0,3.0446,NEAR OCEAN,4.895074946466809,0.2047244094488189,3.728051391862955,0.00651948608137045
-117.1,32.75,16.0,1.6444,NEAR OCEAN,3.217506631299735,0.3293487221764221,1.9960212201591512,0.0021809018567639257
-118.41,34.09,37.0,8.013024999999999,<1H OCEAN,9.333333333333334,0.11119293078055964,2.7800687285223367,0.02753616838487972
-118.59,34.17,36.0,5.4847,<1H OCEAN,5.735562310030395,0.1902490726020138,2.31306990881459,0.01667082066869301
-118.41,34.32,18.0,5.2987,<1H OCEAN,5.34055763823805,0.19391493188847697,2.935332708528585,0.004965979381443299
-122.22,37.78,44.0,2.3906,NEAR BAY,4.865573770491803,0.23921832884097036,3.719672131147541,0.003919016393442623
-117.95,33.81,33.0,5.118,<1H OCEAN,6.049122807017544,0.1687935034802784,3.3087719298245615,0.017957894736842107
-118.25,33.98,44.0,1.6667,<1H OCEAN,3.5064516129032257,0.30818767249310025,4.648387096774194,0.005376451612903226
-121.97,37.64,32.0,6.0574,<1H OCEAN,7.502923976608187,0.15120810600155885,2.8362573099415203,0.035423391812865496
-117.07,32.77,38.0,4.3529,NEAR OCEAN,6.1547231270358305,0.16247684572638263,2.4348534201954397,0.007089413680781759
-122.23,37.46,26.0,4.4167,NEAR OCEAN,5.005359056806002,0.22248394004282654,2.2540192926045015,0.004733869239013934
-119.8,34.43,22.0,5.6604,NEAR OCEAN,6.266519823788546,0.1757469244288225,3.20704845814978,0.01246784140969163
-117.88,33.55,27.0,8.013024999999999,<1H OCEAN,7.493421052631579,0.13871817383669885,2.539473684210526,0.02635863486842105
-118.07,34.09,40.0,2.5474,<1H OCEAN,4.8879551820728295,0.21203438395415472,3.6218487394957983,0.007135574229691877
-118.11,33.8,36.0,4.3897,<1H OCEAN,6.022950819672131,0.17365269461077845,2.6557377049180326,0.014392459016393444
-122.26,37.86,52.0,2.9044,NEAR BAY,4.404282115869018,0.2379182156133829,1.880352644836272,0.0036579345088161206
-118.54,34.22,35.0,4.6731,<1H OCEAN,5.385113268608414,0.18028846153846154,3.236245954692557,0.015123300970873785
-118.67,34.16,17.0,8.013024999999999,<1H OCEAN,5.215903890160183,0.20402746396999144,2.8668192219679636,0.0073345766590389005
-117.02,32.7,18.0,5.1769,NEAR OCEAN,6.107806691449814,0.17224589166159465,4.215613382899628,0.019244981412639403
-118.04,33.95,35.0,5.2162,<1H OCEAN,5.417827298050139,0.18354755784061696,3.417827298050139,0.014529805013927576
-121.06,38.91,18.0,2.5373,INLAND,5.215903890160183,0.20402746396999144,2.7038901601830663,0.002322471395881007
-118.19,33.85,45.0,3.2798,NEAR OCEAN,4.066202090592334,0.258783204798629,2.6933797909407664,0.01142787456445993
-118.3,34.16,40.0,3.2321,<1H OCEAN,4.280821917808219,0.24533333333333332,1.9840182648401827,0.007379223744292237
-118.56,34.19,34.0,3.9615,<1H OCEAN,5.597285067873303,0.19563459983831852,3.0361990950226243,0.017925339366515837
-118.25,34.09,52.0,2.935,<1H OCEAN,4.474820143884892,0.25187566988210075,2.904076738609113,0.007038369304556355
-122.03,37.87,21.0,8.013024999999999,NEAR BAY,7.539614561027837,0.12695257029253054,2.9892933618843682,0.017158511777301926
-117.82,33.73,24.0,4.7039,<1H OCEAN,4.447368421052632,0.22485207100591717,2.536842105263158,0.024757368421052632
-117.09,33.15,13.0,3.4764,<1H OCEAN,4.711904761904762,0.21854471955533097,2.3583333333333334,0.004138571428571428
-121.41,38.53,35.0,3.1944,INLAND,6.026315789473684,0.18000970402717129,3.245614035087719,0.009340350877192982
-121.04,37.7,52.0,3.3036,INLAND,8.725,0.16905444126074498,3.025,0.08259
-117.93,33.63,10.0,4.6161,<1H OCEAN,4.281733746130031,0.2646420824295011,2.0619195046439627,0.007145665634674923
-122.27,37.9,52.0,6.9414,NEAR BAY,8.067193675889328,0.13228809407153355,2.652173913043478,0.027436363636363637
-121.88,36.98,21.0,4.8953,NEAR OCEAN,5.395806028833552,0.182657274714598,2.622542595019659,0.006415858453473132
-118.79,34.26,17.0,7.2137,<1H OCEAN,8.240663900414937,0.12537764350453173,3.1576763485477177,0.029932365145228217
-118.63,34.22,18.0,6.5146,<1H OCEAN,6.712195121951219,0.16351744186046513,3.268292682926829,0.03177853658536585
-122.27,37.77,52.0,2.7115,NEAR BAY,3.7417943107221006,0.28128654970760236,1.8577680525164113,0.005933260393873085
-117.45,34.13,16.0,3.6417,INLAND,5.760820045558087,0.1907868722815342,3.567198177676538,0.004147722095671982
-118.07,34.07,19.0,3.125,<1H OCEAN,4.2,0.2528957528957529,3.8567567567567567,0.008445945945945946
-122.45,37.71,34.0,3.5536,NEAR OCEAN,5.218333333333334,0.21366975407218142,3.6733333333333333,0.005922666666666666
-118.35,33.94,36.0,2.5547,<1H OCEAN,3.6475409836065573,0.2701123595505618,4.516393442622951,0.004188032786885246
-119.56,36.51,9.0,2.5033,INLAND,5.012987012987013,0.2095854922279793,2.8012987012987014,0.003251038961038961
-122.84,38.4,15.0,3.6696,<1H OCEAN,5.141903171953255,0.20032467532467532,2.4140233722871454,0.006126210350584307
-119.86,36.45,19.0,2.4474,INLAND,5.20042643923241,0.18942189421894218,3.0191897654584223,0.005218336886993603
-117.05,33.11,18.0,5.4786,<1H OCEAN,6.488921713441655,0.14614158889141818,3.0945347119645494,0.008092466765140326
-117.15,34.05,9.0,5.0227,INLAND,6.269565217391304,0.15187239944521497,2.752173913043478,0.021837826086956523
-118.42,34.24,17.0,2.525,<1H OCEAN,3.7874306839186693,0.2674475353831137,4.146025878003697,0.00466728280961183
-122.1,37.96,25.0,6.3699,NEAR BAY,5.846808510638298,0.14992721979621543,2.421276595744681,0.027105957446808514
-119.35,36.33,14.0,3.1486,INLAND,5.218340611353712,0.18410041841004185,2.480349344978166,0.013749344978165939
-117.6,33.94,26.0,3.1859,INLAND,5.838323353293413,0.19658119658119658,3.834331337325349,0.006359081836327346
-118.66,35.2,7.0,4.0581,INLAND,5.215903890160183,0.20402746396999144,2.8668192219679636,0.003714508009153318
-122.82,38.39,22.0,3.625,<1H OCEAN,5.8545454545454545,0.18866459627329193,2.6954545454545453,0.016477272727272726
-118.02,33.7,23.0,6.3047,<1H OCEAN,6.591677503250975,0.15190372854606432,3.2158647594278285,0.008198569570871263
-118.2,34.05,36.0,2.0885,<1H OCEAN,3.964391691394659,0.25261976047904194,4.277448071216617,0.003098664688427299
-122.45,37.76,31.0,3.5744,NEAR BAY,4.835697940503432,0.22006908953246263,2.433867276887872,0.003271762013729977
-116.38,34.2,14.0,2.0674,INLAND,5.2253668763102725,0.2332246740220662,2.638364779874214,0.002167085953878407
-117.05,33.14,16.0,2.25,<1H OCEAN,4.331113225499524,0.2554097100175747,2.60418648905804,0.0021408182683158895
-117.31,34.08,37.0,1.9926,INLAND,4.143478260869565,0.24239244491080797,2.6565217391304348,0.008663478260869564
-118.25,33.79,32.0,2.375,NEAR OCEAN,3.2567567567567566,0.2821576763485477,4.8621621621621625,0.006418918918918919
-122.08,37.95,33.0,4.8702,NEAR BAY,7.047297297297297,0.15052732502396932,2.8716216216216215,0.03290675675675676
-117.69,33.48,25.0,6.1815,<1H OCEAN,6.519114688128773,0.14845679012345678,2.941649899396378,0.012437625754527162
-118.15,33.98,17.0,2.2813,<1H OCEAN,3.677242888402626,0.27521570961023506,3.426695842450766,0.002495951859956236
-120.46,37.33,17.0,3.2852,INLAND,5.215903890160183,0.20402746396999144,2.7002288329519453,0.0030070480549199085
-119.19,35.41,12.0,4.4125,INLAND,6.864406779661017,0.16613756613756614,3.387409200968523,0.010684019370460048
-116.96,32.86,14.0,4.4347,<1H OCEAN,6.0914512922465205,0.1618798955613577,3.341948310139165,0.008816500994035786
-121.97,37.29,29.0,3.337,<1H OCEAN,4.212074303405573,0.25064314590224185,2.4798761609907123,0.005165634674922601
-117.66,33.61,16.0,8.013024999999999,<1H OCEAN,7.488888888888889,0.12561819980217606,2.922222222222222,0.029677870370370365
-118.33,34.2,23.0,3.1051,<1H OCEAN,5.215903890160183,0.20402746396999144,2.8668192219679636,0.002842196796338673
-118.18,33.94,43.0,2.7,<1H OCEAN,4.778947368421052,0.22466960352422907,4.105263157894737,0.004736842105263158
-118.52,34.05,45.0,4.825,<1H OCEAN,5.832797427652733,0.17916207276736493,2.279742765273312,0.015514469453376206
-118.25,34.09,52.0,3.5603,<1H OCEAN,4.904306220095694,0.20926829268292682,2.289473684210526,0.008517464114832535
-117.53,34.28,35.0,4.1083,INLAND,5.97265625,0.2210595160235448,2.6875,0.016048046875
-117.4,33.97,41.0,3.8618,INLAND,6.345724907063197,0.1616871704745167,2.453531598513011,0.014356133828996283
-122.02,37.11,36.0,5.2417,NEAR OCEAN,6.005813953488372,0.19409486931268152,2.738372093023256,0.0152375
-118.52,34.39,21.0,3.6625,<1H OCEAN,5.013272311212814,0.212274055139675,2.8668192219679636,0.0033524027459954234
-120.45,34.97,10.0,3.7679,<1H OCEAN,5.313725490196078,0.18661043753294676,3.7899159663865545,0.010554341736694678
-120.02,39.24,22.0,3.0057,INLAND,6.751461988304094,0.2472932005197055,2.6871345029239766,0.00878859649122807
-118.24,34.15,7.0,1.7301,<1H OCEAN,3.208398133748056,0.3247697527872031,2.942457231726283,0.002690668740279938
-121.82,39.73,33.0,1.7426,INLAND,4.993318485523385,0.23059768064228367,2.5835189309576836,0.003881069042316258
-122.45,37.72,51.0,3.6581,NEAR BAY,4.990723562152134,0.20594795539033459,3.3302411873840447,0.00678682745825603
-117.92,34.06,34.0,3.5547,<1H OCEAN,5.051971326164875,0.21603405462930117,3.078853046594982,0.006370430107526881
-117.99,33.79,29.0,3.1801,<1H OCEAN,4.814814814814815,0.22672064777327935,3.0974658869395713,0.006199025341130604
-118.99,35.35,27.0,1.6632,INLAND,4.864457831325301,0.21981424148606812,4.156626506024097,0.005009638554216867
-117.29,35.54,35.0,3.4145,INLAND,5.215903890160183,0.20402746396999144,2.8668192219679636,0.003125400457665904
-120.48,34.9,20.0,3.0559,<1H OCEAN,5.803625377643504,0.16397709526288393,3.7613293051359515,0.004616163141993958
-117.98,33.74,16.0,4.4261,<1H OCEAN,5.619393939393939,0.19585849870578084,2.8375757575757574,0.005364969696969697
-122.26,37.53,4.0,6.2007,NEAR BAY,5.769570011025358,0.21192432639021594,1.8632855567805953,0.006836493936052922
-117.03,32.79,26.0,5.8683,<1H OCEAN,7.172862453531598,0.13293599378077223,2.7304832713754648,0.010907620817843865
-117.0,32.85,24.0,5.282,<1H OCEAN,5.918495297805642,0.16896186440677965,2.9780564263322886,0.016557993730407523
-122.44,37.63,35.0,4.7625,NEAR OCEAN,5.303941908713693,0.1875611187169959,3.116182572614108,0.0049403526970954355
-121.35,38.46,2.0,4.3879,INLAND,5.791031504065041,0.19865312479434927,2.861788617886179,0.004459247967479675
-118.56,34.42,2.0,1.9667,<1H OCEAN,5.715976331360947,0.2795031055900621,1.378698224852071,0.011637278106508876
-118.29,34.18,10.0,3.6974,<1H OCEAN,4.348530901722391,0.2504659832246039,2.7548125633232017,0.003746099290780142
-118.88,34.28,22.0,4.0474,<1H OCEAN,4.745070422535211,0.2288512911843277,3.8746478873239436,0.0057005633802816895
-118.2,33.82,43.0,5.2606,NEAR OCEAN,5.634615384615385,0.19738339021615472,3.0576923076923075,0.016860897435897436
-117.04,33.03,16.0,6.3761,<1H OCEAN,6.366071428571429,0.15252454417952313,2.4174107142857144,0.014232366071428571
-118.14,33.97,36.0,2.6364,<1H OCEAN,4.02,0.2736318407960199,5.037142857142857,0.007532571428571428
-121.81,37.35,28.0,4.4671,<1H OCEAN,5.3657407407407405,0.19298245614035087,4.614197530864198,0.006893672839506173
-122.72,38.43,31.0,2.5735,<1H OCEAN,4.622425629290618,0.23564356435643563,3.2219679633867275,0.005889016018306636
-116.0,32.74,26.0,1.4338,INLAND,7.177215189873418,0.24691358024691357,2.0822784810126582,0.009074683544303797
-117.94,33.92,32.0,4.6696,<1H OCEAN,4.743243243243243,0.19658119658119658,4.675675675675675,0.021034234234234235
-121.2,38.66,17.0,5.47,INLAND,6.659751037344399,0.135202492211838,3.037344398340249,0.022697095435684645
-116.6,33.49,16.0,2.183,INLAND,6.300675675675675,0.22171581769436996,2.2736486486486487,0.0036875
-117.93,33.61,27.0,3.8125,<1H OCEAN,5.044692737430168,0.2574750830564784,2.2094972067039107,0.010649441340782122
-117.99,33.85,34.0,4.9777,<1H OCEAN,6.407894736842105,0.1570841889117043,3.148026315789474,0.016374013157894735
-121.88,36.6,30.0,2.5164,<1H OCEAN,4.456,0.28067025733093953,2.026666666666667,0.0067104
-117.93,33.88,32.0,7.2893,<1H OCEAN,6.009779951100245,0.14605370219690805,2.3643031784841075,0.017822249388753056
-119.88,36.85,8.0,7.5,INLAND,6.564885496183206,0.14418604651162792,2.826972010178117,0.019083969465648856
-118.37,33.97,41.0,5.726,<1H OCEAN,5.267241379310345,0.19367157665030005,2.4339080459770117,0.016454022988505748
-122.04,36.98,35.0,5.6188,NEAR OCEAN,6.432835820895522,0.16473317865429235,2.5850746268656715,0.016772537313432836
-116.9,33.65,15.0,2.1071,INLAND,6.721649484536083,0.2285276073619632,2.556701030927835,0.021722680412371135
-122.12,37.68,45.0,3.4839,NEAR BAY,5.461152882205514,0.18402937127122534,2.9047619047619047,0.008731578947368422
-122.08,37.68,15.0,3.5295,NEAR BAY,4.567365269461078,0.22451655195018028,2.214071856287425,0.0052836826347305394
-122.25,37.83,28.0,2.4234,NEAR BAY,4.596796338672769,0.2315063719633612,2.3414187643020594,0.0022182151029748283
-121.97,37.55,17.0,3.168,<1H OCEAN,4.507093821510297,0.23611393176279447,2.8192219679633865,0.002899771167048055
-118.34,34.03,48.0,1.6581,<1H OCEAN,4.00561797752809,0.2321178120617111,2.202247191011236,0.004657584269662921
-117.01,34.9,36.0,2.3077,INLAND,4.432926829268292,0.2544704264099037,2.8536585365853657,0.004690447154471545
-118.36,33.96,37.0,3.6583,<1H OCEAN,3.625,0.26700838769804286,3.393581081081081,0.006179560810810811
-122.24,38.25,33.0,4.9167,NEAR BAY,6.454545454545454,0.16901408450704225,2.757575757575758,0.1489909090909091
-118.25,34.15,13.0,0.8185,<1H OCEAN,2.4988713318284423,0.4327009936766034,1.3905191873589164,0.0018476297968397291
-122.28,37.91,38.0,6.5576,NEAR BAY,7.601823708206687,0.13914434226309477,2.4468085106382977,0.019931914893617023
-119.82,36.82,28.0,5.2809,INLAND,6.872727272727273,0.14814814814814814,2.278787878787879,0.016002727272727273
-121.9,38.72,38.0,3.75,INLAND,5.275229357798165,0.18608695652173912,2.376146788990826,0.034403669724770644
-118.43,33.99,45.0,3.8021,<1H OCEAN,4.876456876456876,0.2155831739961759,2.773892773892774,0.008862703962703963
-118.27,34.01,43.0,2.0817,<1H OCEAN,3.3198924731182795,0.3117408906882591,4.690860215053763,0.005595967741935484
-121.1,39.15,10.0,4.0333,INLAND,4.857142857142857,0.21029411764705883,2.5285714285714285,0.02880928571428571
-121.0,37.63,31.0,1.75,INLAND,3.257575757575758,0.28837209302325584,2.909090909090909,0.026515151515151516
-122.22,37.48,47.0,2.8058,NEAR OCEAN,3.5497237569060776,0.3046692607003891,4.291436464088398,0.003875414364640884
-117.07,33.72,16.0,2.7983,INLAND,5.77725674091442,0.19480519480519481,2.499413833528722,0.0032805392731535756
-116.47,33.94,18.0,3.2578,INLAND,5.755154639175258,0.2109270040304523,2.368556701030928,0.00839639175257732
-116.9,34.52,20.0,1.4,INLAND,5.9301533219761495,0.24130996839988508,2.885860306643952,0.0023850085178875637
-122.33,37.58,28.0,3.38,NEAR OCEAN,4.064233576642335,0.26436781609195403,2.2394160583941605,0.004934306569343065
-122.21,37.84,44.0,6.0194,NEAR BAY,5.735343383584589,0.174357476635514,2.274706867671692,0.010082747068676717
-121.94,36.97,31.0,2.5172,NEAR OCEAN,4.895774647887324,0.2428078250863061,2.101408450704225,0.007090704225352113
-118.53,34.03,40.0,7.0318,<1H OCEAN,6.541353383458647,0.1754022988505747,2.3323308270676693,0.010574135338345864
-122.06,37.35,30.0,8.013024999999999,<1H OCEAN,7.338129496402877,0.14411764705882352,2.8309352517985613,0.028823830935251794
-122.13,37.7,43.0,3.4583,NEAR BAY,5.599264705882353,0.18286277084701247,2.4503676470588234,0.006357169117647059
-117.61,33.41,35.0,6.1557,NEAR OCEAN,6.406015037593985,0.15805946791862285,2.3709273182957395,0.015427819548872181
-123.15,39.74,23.0,2.9306,INLAND,5.62962962962963,0.23519736842105263,2.6018518518518516,0.027135185185185186
-117.93,33.95,31.0,7.4597,<1H OCEAN,8.275862068965518,0.13,3.1770114942528735,0.017148735632183908
-117.88,33.9,21.0,6.5945,<1H OCEAN,8.132992327365729,0.13647798742138365,3.6138107416879794,0.016865728900255755
-117.93,34.04,23.0,4.9342,<1H OCEAN,5.215903890160183,0.20402746396999144,2.8668192219679636,0.004516430205949657
-121.15,38.91,23.0,4.2723,INLAND,5.531772575250836,0.1807738814993954,2.632107023411371,0.014288628762541807
-118.29,33.89,32.0,4.2171,<1H OCEAN,4.1243432574430825,0.2475583864118896,2.810858143607706,0.007385464098073556
-115.57,32.85,33.0,3.2396,INLAND,5.46,0.19706959706959706,3.3,0.012958399999999998
-118.43,34.24,35.0,3.7143,<1H OCEAN,5.205882352941177,0.1843220338983051,3.6580882352941178,0.013655514705882353
-118.18,33.85,40.0,3.975,<1H OCEAN,4.645796064400716,0.22410473623411628,2.298747763864043,0.0071109123434704834
-117.02,32.74,12.0,1.8594,NEAR OCEAN,3.755403868031854,0.29172977885489243,2.2753128555176336,0.0021153583617747438
-120.09,39.4,17.0,2.125,INLAND,16.8125,0.26301115241635686,2.671875,0.033203125
-118.33,34.0,52.0,4.2917,<1H OCEAN,6.329545454545454,0.15170556552962297,2.7613636363636362,0.02438465909090909
-117.04,32.69,27.0,3.5437,NEAR OCEAN,5.1585014409221905,0.19888268156424582,3.7060518731988474,0.010212391930835734
-117.66,33.46,26.0,5.0877,<1H OCEAN,6.097058823529411,0.17848528702363725,2.8,0.014963823529411764
-118.28,33.93,42.0,2.5179,<1H OCEAN,4.424242424242424,0.24236037934668073,3.5034965034965033,0.005869230769230769
-117.97,33.91,19.0,6.0076,<1H OCEAN,5.215903890160183,0.20402746396999144,2.8668192219679636,0.005498947368421053
-122.22,38.11,43.0,3.1848,NEAR BAY,4.946428571428571,0.1820526044352759,2.4693877551020407,0.008124489795918368
-121.88,37.32,30.0,2.6607,<1H OCEAN,3.8215384615384616,0.2721417069243156,4.424615384615384,0.00818676923076923
-118.15,34.2,46.0,4.5,INLAND,5.594795539033457,0.173421926910299,3.1858736059479553,0.016728624535315983
-119.21,34.18,13.0,3.9718,NEAR OCEAN,5.215903890160183,0.20402746396999144,2.7331807780320365,0.0036355148741418764
-120.98,37.66,33.0,4.5208,INLAND,5.502808988764045,0.17457886676875958,2.764044943820225,0.012698876404494384
-117.31,33.16,4.0,5.5956,NEAR OCEAN,7.114076154806492,0.15688683177221577,2.848938826466916,0.006985767790262172
-121.37,38.69,35.0,3.2361,INLAND,6.472027972027972,0.1766612641815235,3.520979020979021,0.011315034965034965
-118.29,33.94,34.0,2.3352,<1H OCEAN,3.4571428571428573,0.25528007346189163,3.1587301587301586,0.007413333333333333
-118.38,33.77,17.0,6.3064,NEAR OCEAN,5.215903890160183,0.20402746396999144,2.8668192219679636,0.005772448512585813
-118.31,33.74,36.0,4.5074,NEAR OCEAN,5.391684901531729,0.19155844155844157,2.4310722100656457,0.009863019693654267
-117.9,34.04,15.0,4.5554,<1H OCEAN,5.215903890160183,0.20402746396999144,2.8668192219679636,0.004169702517162471
-118.2,33.77,52.0,2.2344,NEAR OCEAN,4.337539432176656,0.33236363636363636,3.4353312302839116,0.007048580441640378
-122.05,37.68,32.0,6.1104,NEAR BAY,5.926470588235294,0.15781637717121588,2.9970588235294118,0.017971764705882354
-122.28,37.8,38.0,2.0114,NEAR BAY,4.412903225806452,0.2573099415204678,2.2193548387096773,0.012976774193548387
-119.22,34.27,30.0,5.0679,NEAR OCEAN,6.18849840255591,0.15229736706246774,2.220447284345048,0.016191373801916934
-118.26,34.24,35.0,6.6277,<1H OCEAN,6.102564102564102,0.16806722689075632,2.8864468864468864,0.024277289377289377
-117.16,32.74,21.0,3.06,NEAR OCEAN,3.904564315352697,0.25823591923485656,1.8734439834024896,0.006348547717842324
-122.04,36.97,45.0,5.1806,NEAR OCEAN,5.046511627906977,0.1881720430107527,2.4069767441860463,0.02007984496124031
-122.19,37.79,45.0,4.6563,NEAR BAY,5.986784140969163,0.1659308314937454,2.436123348017621,0.010256167400881058
-122.36,40.58,17.0,1.9181,INLAND,4.674329501915709,0.22540983606557377,3.0651340996168583,0.0073490421455938695
-122.07,37.59,13.0,4.825,NEAR BAY,4.882575757575758,0.21373157486423583,3.1818181818181817,0.009138257575757576
