longitude,latitude,housing_median_age,median_income,ocean_proximity,price_category,rooms_per_household,bedrooms_per_room,population_per_household,income_per_household_member
-117.2,34.15,18.0,7.732,INLAND,1,7.26171875,0.13501882732651962,2.91796875,0.030203125
-122.08,37.93,35.0,5.0761,NEAR BAY,2,6.1072507552870094,0.17041800643086816,2.7673716012084593,0.007667824773413897
-121.38,38.68,35.0,4.0673,INLAND,0,5.386885245901639,0.18137553256238587,2.724590163934426,0.013335409836065576
-124.16,40.95,20.0,3.1406,NEAR OCEAN,0,5.48469387755102,0.19906976744186047,2.6989795918367347,0.0160234693877551
-124.15,40.59,39.0,2.0938,NEAR OCEAN,0,5.59433962264151,0.20067453625632378,2.542452830188679,0.009876415094339622
-118.43,34.01,41.0,6.4232,<1H OCEAN,2,5.3578947368421055,0.18271119842829076,2.617543859649123,0.022537543859649123
-117.84,34.1,17.0,3.8465,<1H OCEAN,1,5.215903890160183,0.20402746396999144,2.8668192219679636,0.003520823798627002
-123.78,40.05,17.0,2.1864,<1H OCEAN,0,5.818443804034582,0.2456661713719663,2.590778097982709,0.006300864553314121
-121.0,37.26,45.0,1.7062,INLAND,0,4.943502824858757,0.212,2.3926553672316384,0.004819774011299435
-117.89,33.61,44.0,5.1923,<1H OCEAN,2,6.403614457831325,0.19896519285042333,2.2439759036144578,0.015639457831325303
-117.89,33.88,27.0,5.7519,<1H OCEAN,2,6.298192771084337,0.1606886657101865,3.1234939759036147,0.017325
-117.02,32.73,22.0,4.7952,NEAR OCEAN,0,6.365973072215422,0.16631417035185542,3.8335373317013466,0.005869277845777234
-117.99,33.69,17.0,3.7479,<1H OCEAN,1,5.084084084084084,0.21529828706438275,2.575075075075075,0.005627477477477477
-117.26,32.95,15.0,5.8343,NEAR OCEAN,2,6.598726114649682,0.1438223938223938,2.515923566878981,0.03716114649681528
-118.72,34.29,22.0,6.0368,<1H OCEAN,2,6.611336032388664,0.1619718309859155,3.2287449392712553,0.012220242914979758
-122.14,37.47,36.0,3.7917,NEAR BAY,1,5.579088471849866,0.1979817395482941,5.176943699731903,0.010165415549597856
-121.37,38.39,15.0,6.2575,INLAND,1,7.35546875,0.13489113117365906,3.48828125,0.024443359375
-118.34,34.09,37.0,2.4432,<1H OCEAN,1,2.8667992047713717,0.3474341192787795,1.9840954274353877,0.004857256461232604
-118.28,33.99,52.0,2.5848,<1H OCEAN,0,3.8996960486322187,0.2665627435697584,4.142857142857143,0.007856534954407295
-117.27,33.03,19.0,4.87,NEAR OCEAN,1,5.662109375,0.1721283201103829,2.6484375,0.00951171875
-117.17,34.28,13.0,7.1997,INLAND,2,19.468,0.14752414218204232,3.12,0.0287988
-118.33,34.0,24.0,0.9304,<1H OCEAN,1,2.8344155844155843,0.3665521191294387,1.7175324675324675,0.0030207792207792208
-122.34,37.95,44.0,2.875,NEAR BAY,0,5.434650455927052,0.2058165548098434,2.835866261398176,0.008738601823708206
-121.45,36.86,11.0,3.1375,INLAND,1,4.716374269005848,0.20768753874767515,4.728070175438597,0.009173976608187135
-118.37,33.87,13.0,3.5048,<1H OCEAN,2,4.188760806916426,0.24974200206398348,2.26657060518732,0.00505014409221902
-118.25,33.93,42.0,1.1346,<1H OCEAN,0,3.5921052631578947,0.2844932844932845,3.942982456140351,0.004976315789473685
-117.14,33.39,17.0,3.8547,<1H OCEAN,1,5.6647058823529415,0.20318449290411908,3.7862745098039214,0.007558235294117647
-122.31,37.56,45.0,4.2955,NEAR OCEAN,2,5.36624203821656,0.19050445103857566,2.5955414012738856,0.013679936305732483
-118.22,33.92,23.0,2.1366,<1H OCEAN,0,2.269607843137255,0.44168466522678185,4.549019607843137,0.005236764705882353
-122.13,37.47,25.0,5.0893,NEAR BAY,1,4.393530997304582,0.2165644171779141,4.16711590296496,0.013717789757412398
-118.27,33.92,36.0,1.7262,<1H OCEAN,0,4.521604938271605,0.23617747440273038,3.5401234567901234,0.005327777777777778
-122.68,38.43,29.0,6.0774,<1H OCEAN,2,7.870967741935484,0.1290983606557377,2.596774193548387,0.09802258064516128
-118.26,33.94,41.0,1.65,<1H OCEAN,0,3.8817480719794344,0.271523178807947,3.619537275064267,0.004241645244215938
-121.71,38.72,32.0,2.8882,INLAND,1,4.6103896103896105,0.21830985915492956,3.5714285714285716,0.018754545454545454
-117.66,34.12,22.0,8.013024999999999,INLAND,2,7.449180327868852,0.12235915492957747,3.059016393442623,0.026272213114754094
-122.04,37.0,52.0,2.9712,NEAR OCEAN,0,10.105105105105105,0.1913818722139673,2.3903903903903903,0.008922522522522522
-118.21,34.07,31.0,2.3859,<1H OCEAN,1,3.7352185089974292,0.2780454232622161,3.8200514138817483,0.006133419023136247
-121.78,37.69,34.0,3.3618,INLAND,1,5.114967462039045,0.21119592875318066,2.509761388286334,0.007292407809110629
-120.06,37.02,13.0,3.5258,INLAND,0,5.516335914811229,0.18952771623489154,3.031945788964182,0.003413165537270087
-116.97,32.81,19.0,2.1422,<1H OCEAN,0,3.7995169082125604,0.2994278448823903,2.0386473429951693,0.0051743961352657
-117.22,33.22,15.0,1.9571,<1H OCEAN,1,4.440993788819876,0.23986013986013985,2.186335403726708,0.006077950310559007
-122.25,37.48,45.0,7.1621,NEAR OCEAN,2,6.8575,0.14218009478672985,2.435,0.017905249999999998
-118.27,33.98,45.0,1.3042,<1H OCEAN,0,3.953379953379953,0.25,3.501165501165501,0.00304009324009324
-122.07,37.37,22.0,4.8021,NEAR BAY,2,4.94750656167979,0.19283819628647214,2.174540682414698,0.006301968503937008
-122.44,37.79,52.0,8.013024999999999,NEAR BAY,2,6.253822629969419,0.1726161369193154,2.2079510703363914,0.02450466360856269
-122.94,38.53,49.0,3.7143,<1H OCEAN,1,6.201086956521739,0.20946538124452235,2.744565217391304,0.020186413043478263
-117.73,34.07,33.0,2.2596,INLAND,0,3.8104089219330857,0.2546341463414634,3.174721189591078,0.0084
-121.94,37.33,34.0,4.3,<1H OCEAN,2,5.990066225165563,0.1752349364289663,2.857615894039735,0.01423841059602649
-119.77,36.77,38.0,2.0564,INLAND,0,4.904,0.21468189233278956,2.3056,0.00329024
-117.88,33.71,27.0,4.1,<1H OCEAN,1,5.522491349480969,0.18609022556390978,5.892733564013841,0.014186851211072663
-123.82,40.12,33.0,2.087,<1H OCEAN,0,6.1419753086419755,0.19798994974874373,2.5123456790123457,0.0042942386831275724
-122.53,37.89,35.0,5.9073,NEAR BAY,2,5.837340876944837,0.16694935788708504,2.257425742574257,0.008355445544554455
-122.03,37.28,29.0,8.013024999999999,<1H OCEAN,2,7.966029723991507,0.12473347547974413,2.8025477707006368,0.017012791932059446
-119.7,36.32,40.0,2.6477,INLAND,0,6.2994652406417115,0.2071307300509338,3.1336898395721926,0.014158823529411764
-116.53,33.85,16.0,2.9647,INLAND,0,5.215903890160183,0.20402746396999144,2.7899313501144163,0.002713684210526316
-119.02,35.35,42.0,1.983,INLAND,0,4.555147058823529,0.20258272800645682,2.8529411764705883,0.007290441176470589
-122.49,37.76,52.0,3.5302,NEAR BAY,2,5.586056644880174,0.19578783151326054,2.3790849673202614,0.007691067538126361
-121.3,38.58,29.0,2.8966,INLAND,0,5.234285714285714,0.20487627365356623,3.083809523809524,0.005517333333333333
-118.32,34.13,34.0,4.0833,<1H OCEAN,2,7.03030303030303,0.1470905172413793,2.0454545454545454,0.015467045454545456
-119.77,36.91,3.0,5.3272,INLAND,1,5.290970287836583,0.20058349968192687,2.6722376973073354,0.004946332404828227
-122.6,38.11,19.0,3.8068,<1H OCEAN,1,5.214285714285714,0.1872146118721461,2.5982142857142856,0.011329761904761905
-118.2,33.77,40.0,1.2864,NEAR OCEAN,0,2.5520702634880803,0.44198623402163223,1.5771643663739021,0.0016140526976160601
-117.94,33.81,26.0,4.5714,<1H OCEAN,2,5.044444444444444,0.16299559471365638,2.3333333333333335,0.014512380952380952
-116.67,32.97,16.0,5.359,<1H OCEAN,1,8.116279069767442,0.21203438395415472,2.7906976744186047,0.12462790697674418
-118.36,34.16,43.0,2.4835,<1H OCEAN,2,4.253731343283582,0.2487719298245614,2.253731343283582,0.0037067164179104477
-118.01,33.77,32.0,5.8362,<1H OCEAN,1,6.511029411764706,0.1671372106154715,3.6580882352941178,0.021456617647058824
-121.8,38.01,46.0,2.2532,INLAND,0,5.085011185682327,0.21777386713594368,2.4340044742729305,0.005040715883668904
-118.07,33.86,28.0,3.425,<1H OCEAN,1,5.421212121212121,0.19675796534376747,4.081818181818182,0.010378787878787878
-117.99,33.82,21.0,2.8625,<1H OCEAN,1,4.958695652173913,0.24419114423498467,3.282608695652174,0.006222826086956522
-121.43,38.58,35.0,3.9167,INLAND,1,5.771241830065359,0.18006795016987542,2.105664488017429,0.004266557734204793
-118.09,33.9,33.0,3.1441,<1H OCEAN,1,4.827285921625545,0.2164762477450391,3.676342525399129,0.004563280116110305
-120.7,35.28,14.0,4.6071,NEAR OCEAN,2,5.674698795180723,0.18099787685774946,2.8373493975903616,0.006938403614457831
-118.25,34.01,30.0,1.4464,<1H OCEAN,0,3.6577946768060836,0.3024948024948025,4.866920152091255,0.0054996197718631176
-118.36,33.93,44.0,3.0132,<1H OCEAN,1,4.90566037735849,0.2230769230769231,3.69811320754717,0.028426415094339623
-118.33,33.99,46.0,3.2083,<1H OCEAN,1,5.531468531468532,0.19911504424778761,2.7167832167832167,0.011217832167832167
-118.13,33.82,37.0,5.1795,<1H OCEAN,1,5.406360424028269,0.1895424836601307,2.512367491166078,0.018302120141342755
-122.2,37.8,43.0,4.9559,NEAR BAY,2,6.6923076923076925,0.1638752052545156,2.4505494505494507,0.010892087912087912
-118.63,34.24,9.0,4.8333,<1H OCEAN,2,5.201092896174863,0.19415843664635427,2.059016393442623,0.005282295081967214
-123.73,39.17,20.0,2.375,NEAR OCEAN,1,5.818639798488665,0.22554112554112554,2.197732997481108,0.002991183879093199
-119.61,36.57,42.0,1.5833,INLAND,0,4.641821946169772,0.23238180196253344,2.813664596273292,0.0032780538302277433
-117.14,32.72,42.0,2.2804,NEAR OCEAN,0,3.828009828009828,0.2939666238767651,3.0147420147420148,0.005602948402948404
